season,ol_war_v5_rank,player,player_id,team,team_name,position,snap_counts_offense,snap_counts_pass_block,snap_counts_run_block,grades_offense,grades_pass_block,grades_run_block,allocated_pass_epa,allocated_rush_epa,pff_grade_value_epa,negative_event_epa,position_adjustment_epa,ol_total_epa_v5,ol_war_v5,penalties,sacks_allowed,pressures_allowed,total_pass_epa_clean,total_rush_epa,pass_block_grade_pct,run_block_grade_pct,final_ol_war_rank,negative_event_epa_v3,final_ol_epa,final_ol_war,pass_block_modifier,run_block_modifier
2022,17.0,Connor Williams,46216.0,MIA,MIA,C,1056,676,380,78.2,69.1,85.1,26.205,0.427,25.848,8.25,-2.13,35.549,0.79,6,3,15,116.689,1.881,0.725,0.95,,,,,,
2022,18.0,Kevin Zeitler,7032.0,BAL,BLT,G,955,524,431,74.0,81.6,67.5,4.668,6.314,28.977,5.4,1.874,35.266,0.784,2,2,16,22.864,32.508,0.949,0.795,,,,,,
2022,19.0,Ted Karras,10855.0,CIN,CIN,C,1100,728,372,62.6,76.2,55.4,39.637,-3.847,16.94,6.5,-2.13,34.19,0.76,3,2,20,160.753,-19.949,0.925,0.238,,,,,,
2022,20.0,Alex Cappa,66578.0,CIN,CIN,G,1086,724,362,67.6,71.4,62.3,36.629,-4.323,15.037,7.0,1.874,33.06,0.735,2,3,20,160.753,-19.949,0.718,0.583,,,,,,
2022,21.0,Penei Sewell,81788.0,DET,DET,T,1142,663,477,80.6,74.2,83.0,33.286,-3.411,21.268,11.2,1.055,32.677,0.726,10,2,28,150.561,-15.185,0.568,0.963,,,,,,
2022,22.0,Jake Brendel,11117.0,SF,SF,C,1078,591,487,64.9,71.9,65.0,33.127,0.607,17.314,8.8,-2.13,31.836,0.707,12,1,12,147.418,3.021,0.825,0.55,,,,,,
2022,23.0,Kolton Miller,47013.0,LV,LV,T,1035,644,391,84.1,84.8,76.6,14.891,-2.61,33.336,11.45,1.055,31.5,0.7,5,4,33,62.91,-11.993,0.926,0.864,,,,,,
2022,24.0,Christian Darrisaw,77373.0,MIN,MIN,T,853,571,282,90.3,81.8,90.2,23.85,-8.402,28.487,9.0,1.055,30.028,0.667,2,5,20,120.665,-47.906,0.889,0.975,,,,,,
2022,25.0,Taylor Decker,10650.0,DET,DET,T,1142,665,477,74.4,76.5,67.6,35.313,-2.999,15.498,11.95,1.055,28.089,0.624,6,4,33,150.561,-15.185,0.716,0.605,,,,,,
2022,26.0,Corey Linsley,8796.0,LAC,LAC,C,858,552,306,74.2,90.2,65.6,14.841,-2.303,25.14,3.75,-2.13,28.088,0.624,6,0,5,82.725,-12.152,1.0,0.625,,,,,,
2022,27.0,Jake Matthews,8641.0,ATL,ATL,T,1047,517,530,77.2,80.9,69.5,12.069,4.558,22.385,9.55,1.055,27.5,0.611,6,4,17,49.944,22.085,0.87,0.667,,,,,,
2022,28.0,Brian O'Neill,46854.0,MIN,MIN,T,1052,708,344,82.7,77.9,82.4,28.309,-10.165,27.435,12.1,1.055,27.457,0.61,5,6,24,120.665,-47.906,0.765,0.951,,,,,,
2022,29.0,Jordan Mailata,66916.0,PHI,PHI,T,1024,587,436,76.5,72.5,75.9,18.671,10.795,14.086,15.2,1.055,24.739,0.55,7,6,38,113.962,60.599,0.543,0.846,,,,,,
2022,30.0,Ethan Pocic,11813.0,CLE,CLV,C,819,461,358,78.9,71.5,78.9,8.187,2.21,22.162,4.0,-2.13,24.383,0.542,1,2,10,52.725,13.621,0.8,0.888,,,,,,
2022,31.0,Kevin Dotson,46735.0,PIT,PIT,G,1160,686,474,65.4,77.6,61.1,12.599,2.849,21.837,12.4,1.874,23.609,0.525,12,4,16,54.551,13.741,0.885,0.519,,,,,,
2022,32.0,Dion Dawkins,11818.0,BUF,BUF,T,953,626,326,73.5,80.0,62.3,29.376,-0.699,14.33,13.5,1.055,23.218,0.516,12,3,30,138.429,-3.724,0.809,0.457,,,,,,
2022,33.0,James Daniels,45576.0,PIT,PIT,G,1160,686,474,66.9,73.2,60.0,12.095,2.812,14.289,5.5,1.874,22.547,0.501,5,0,20,54.551,13.741,0.769,0.487,,,,,,
2022,34.0,Terron Armstead,7856.0,MIA,MIA,T,687,435,252,77.5,80.0,69.4,17.381,0.255,13.852,5.75,1.055,22.448,0.499,5,1,15,116.689,1.881,0.809,0.654,,,,,,
2022,35.0,Tristan Wirfs,64818.0,TB,TB,T,931,626,305,83.8,90.5,64.7,13.063,-9.302,25.476,4.75,1.055,22.277,0.495,4,2,5,73.767,-53.945,0.988,0.543,,,,,,
2022,36.0,Daniel Brunskill,34807.0,SF,SF,G,518,290,228,69.0,76.9,61.5,16.451,0.284,9.264,1.65,1.874,22.11,0.491,0,0,11,147.418,3.021,0.859,0.551,,,,,,
2022,37.0,Damien Lewis,81532.0,SEA,SEA,G,1002,634,368,71.8,72.6,66.7,15.926,-3.938,19.956,7.85,1.874,21.986,0.489,4,3,19,74.937,-17.834,0.737,0.769,,,,,,
2022,38.0,Ben Powers,41482.0,BAL,BLT,G,1094,597,497,62.9,86.5,50.8,5.387,5.711,11.034,2.3,1.874,20.359,0.452,1,0,12,22.864,32.508,0.987,0.192,,,,,,
2022,39.0,Elgton Jenkins,46298.0,GB,GB,G,960,562,398,72.3,67.8,71.8,8.495,3.398,15.825,7.55,1.874,19.918,0.443,4,3,17,50.966,15.773,0.571,0.897,,,,,,
2022,40.0,Austin Corbett,46290.0,CAR,CAR,G,985,541,444,69.1,76.2,62.6,1.972,3.613,18.07,5.25,1.874,19.786,0.44,2,2,15,9.109,17.333,0.833,0.603,,,,,,
2022,41.0,Morgan Moses,8701.0,BAL,BLT,T,1022,558,464,78.1,75.8,81.6,4.391,7.116,20.495,13.1,1.055,18.859,0.419,9,5,24,22.864,32.508,0.605,0.926,,,,,,
2022,42.0,David Bakhtiari,7891.0,GB,GB,T,597,339,257,79.8,87.8,68.5,5.882,1.991,14.886,4.0,1.055,18.344,0.408,5,0,10,50.966,15.773,0.951,0.63,,,,,,
2022,43.0,Kaleb McGary,46912.0,ATL,ATL,T,1051,517,534,86.6,66.9,91.6,9.967,5.145,15.471,11.35,1.055,17.796,0.395,5,6,19,49.944,22.085,0.37,0.988,,,,,,
2022,44.0,Jon Runyan,36661.0,GB,GB,G,1051,613,438,62.6,77.0,53.6,10.352,2.929,10.147,6.05,1.874,16.663,0.37,1,3,17,50.966,15.773,0.872,0.269,,,,,,
2022,45.0,Wyatt Teller,46131.0,CLE,CLV,G,927,520,407,70.3,67.9,70.3,8.542,2.504,16.048,10.9,1.874,15.932,0.354,6,4,26,52.725,13.621,0.59,0.878,,,,,,
2022,46.0,Robert Hainsey,59980.0,TB,TB,C,1175,800,375,66.7,73.0,60.9,15.924,-10.961,20.525,4.0,-2.13,15.377,0.342,2,0,20,73.767,-53.945,0.85,0.438,,,,,,
2022,47.0,Shaq Mason,9564.0,TB,TB,G,1200,813,387,68.9,72.9,61.9,15.652,-11.899,18.662,5.75,1.874,14.625,0.325,2,1,25,73.767,-53.945,0.756,0.564,,,,,,
2022,48.0,Aaron Banks,59983.0,SF,SF,G,969,526,443,62.7,66.5,59.1,26.225,0.533,-0.824,7.25,1.874,14.002,0.311,5,1,25,147.418,3.021,0.513,0.462,,,,,,
2022,49.0,Tyler Shatley,9257.0,JAX,JAX,G,819,516,303,60.9,69.6,54.5,22.458,-2.427,1.908,5.0,1.874,13.199,0.293,2,1,20,127.795,-14.799,0.667,0.295,,,,,,
2022,50.0,Jermaine Eluemunor,11914.0,LV,LV,T,940,583,357,75.3,76.1,75.7,12.257,-2.352,16.829,11.9,1.055,12.826,0.285,10,3,26,62.91,-11.993,0.66,0.827,,,,,,
2022,51.0,Ryan Ramczyk,11787.0,NO,NO,T,936,536,400,77.9,76.4,73.8,15.129,-8.8,17.094,8.0,1.055,12.697,0.282,4,3,20,71.956,-39.633,0.691,0.778,,,,,,
2022,52.0,Josh Myers,59992.0,GB,GB,C,1091,643,448,60.4,74.3,53.5,10.966,2.904,9.824,6.45,-2.13,12.373,0.275,3,3,13,50.966,15.773,0.9,0.2,,,,,,
2022,53.0,Jonah Jackson,37070.0,DET,DET,G,858,494,364,66.1,53.0,70.3,21.793,-2.528,1.387,5.9,1.874,11.177,0.248,4,0,26,150.561,-15.185,0.256,0.878,,,,,,
2022,54.0,Elijah Wilkinson,46238.0,ATL,ATL,G,574,281,293,64.3,70.7,64.4,6.153,2.52,8.23,6.15,1.874,11.088,0.246,5,2,11,49.944,22.085,0.692,0.667,,,,,,
2022,55.0,Garrett Bradbury,46013.0,MIN,MIN,C,809,530,279,70.2,68.1,72.4,20.115,-7.823,11.996,7.6,-2.13,9.53,0.212,4,2,24,120.665,-47.906,0.625,0.8,,,,,,
2022,56.0,Ronnie Stanley,10640.0,BAL,BLT,T,602,298,304,70.9,82.8,57.2,2.623,3.718,5.806,3.9,1.055,8.647,0.192,1,1,16,22.864,32.508,0.914,0.333,,,,,,
2022,57.0,Ben Jones,7099.0,TEN,TEN,C,682,371,311,71.9,68.4,73.7,10.27,-4.859,12.538,5.0,-2.13,8.251,0.183,5,1,10,54.77,-26.882,0.65,0.825,,,,,,
2022,58.0,Will Hernandez,46180.0,ARI,ARZ,G,843,565,278,65.4,79.1,61.1,-2.379,-1.943,18.682,8.9,1.874,7.929,0.176,7,3,16,-13.089,-11.415,0.904,0.519,,,,,,
2022,59.0,Teven Jenkins,41534.0,CHI,CHI,G,576,304,272,80.7,65.9,82.2,-1.058,1.633,10.322,5.3,1.874,7.736,0.172,3,2,12,-8.475,12.327,0.5,0.974,,,,,,
2022,60.0,Ryan Bates,28300.0,BUF,BUF,G,945,615,330,61.8,61.5,59.0,24.766,-0.703,-5.938,6.7,1.874,7.107,0.158,3,1,28,138.429,-3.724,0.41,0.442,,,,,,
2022,61.0,Nate Davis,46808.0,TEN,TEN,G,682,385,297,70.6,66.8,69.8,10.157,-4.697,9.319,7.1,1.874,7.014,0.156,4,3,14,54.77,-26.882,0.526,0.859,,,,,,
2022,62.0,Mitch Morse,9482.0,BUF,BUF,C,765,493,272,61.4,67.1,57.3,21.416,-0.555,0.408,7.05,-2.13,6.736,0.15,3,3,17,138.429,-3.724,0.6,0.338,,,,,,
2022,63.0,Terence Steele,39461.0,DAL,DAL,T,818,439,379,73.9,63.7,82.1,9.1,0.899,4.834,7.0,1.055,6.613,0.147,6,1,20,65.137,4.827,0.259,0.938,,,,,,
2022,64.0,Mike McGlinchey,46275.0,SF,SF,T,1036,561,475,71.5,65.5,73.3,25.698,0.636,0.56,15.05,1.055,6.475,0.144,10,6,27,147.418,3.021,0.309,0.741,,,,,,
2022,65.0,Michael Schofield III,8730.0,CHI,CHI,G,418,205,213,66.9,75.0,62.7,-0.805,1.125,7.223,3.2,1.874,6.417,0.143,2,1,8,-8.475,12.327,0.821,0.615,,,,,,
2022,66.0,Zach Tom,55443.0,GB,GB,T,489,296,193,68.3,78.1,55.7,4.835,1.281,2.765,2.8,1.055,5.928,0.132,0,1,12,50.966,15.773,0.778,0.253,,,,,,
2022,67.0,Nick Leverett,27699.0,TB,TB,G,761,513,248,64.0,71.0,55.8,9.692,-7.054,5.875,2.8,1.874,5.165,0.115,2,0,12,73.767,-53.945,0.705,0.372,,,,,,
2022,68.0,Will Clapp,39386.0,LAC,LAC,C,333,252,81,54.3,73.4,42.3,6.493,-0.47,4.482,1.7,-2.13,5.052,0.112,1,0,8,82.725,-12.152,0.875,0.025,,,,,,
2022,69.0,Patrick Mekari,46219.0,BAL,BLT,T,378,220,158,73.3,80.3,62.4,1.879,2.045,5.368,5.15,1.055,4.727,0.105,3,2,11,22.864,32.508,0.827,0.469,,,,,,
2022,70.0,Taylor Moton,11819.0,CAR,CAR,T,1018,552,466,69.3,82.4,55.2,2.061,3.238,7.363,9.15,1.055,4.052,0.09,6,3,21,9.109,17.333,0.901,0.222,,,,,,
2022,71.0,Robert Jones,100786.0,MIA,MIA,G,449,280,169,62.0,65.3,61.4,9.907,0.163,0.233,5.65,1.874,4.05,0.09,2,3,11,116.689,1.881,0.487,0.538,,,,,,
2022,72.0,Cam Robinson,11789.0,JAX,JAX,T,913,558,353,67.2,74.8,57.3,23.612,-2.897,-0.05,12.05,1.055,3.767,0.084,8,4,27,127.795,-14.799,0.593,0.352,,,,,,
2022,73.0,Quinn Meinerz,112915.0,DEN,DEN,G,752,479,273,77.7,67.1,78.6,3.434,-6.256,11.765,6.4,1.874,3.558,0.079,2,3,16,23.701,-39.145,0.551,0.949,,,,,,
2022,74.0,Nick Gates,29476.0,NYG,NYG,G,368,229,138,60.3,69.3,59.0,5.391,-0.05,2.182,4.5,1.874,3.548,0.079,4,1,10,65.383,-0.768,0.654,0.442,,,,,,
2022,75.0,Connor McGovern,10778.0,NYJ,NYJ,C,1111,712,399,69.6,69.5,69.7,-0.07,-6.744,23.018,10.6,-2.13,3.492,0.078,4,5,24,-0.282,-25.849,0.75,0.775,,,,,,
2022,76.0,Jawaan Taylor,41665.0,JAX,JAX,T,1095,675,420,58.7,76.4,39.7,29.651,-2.949,-6.052,10.9,1.055,3.392,0.075,7,5,16,127.795,-14.799,0.691,0.012,,,,,,
2022,77.0,Connor McGovern,41714.0,DAL,DAL,G,909,486,423,52.2,74.8,42.7,12.519,0.705,-2.788,5.8,1.874,3.381,0.075,1,2,22,65.137,4.827,0.808,0.064,,,,,,
2022,78.0,Tyler Biadasz,41178.0,DAL,DAL,C,1066,576,490,61.7,66.3,59.6,13.476,0.95,-1.616,4.75,-2.13,2.561,0.057,5,0,15,65.137,4.827,0.55,0.4,,,,,,
2022,79.0,Greg Van Roten,7746.0,BUF,BUF,G,354,229,125,57.6,60.4,58.6,9.075,-0.264,-3.118,3.0,1.874,2.298,0.051,3,0,10,138.429,-3.724,0.372,0.423,,,,,,
2022,80.0,D.J. Humphries,9457.0,ARI,ARZ,T,575,382,193,72.3,80.5,57.5,-1.573,-1.269,8.374,4.75,1.055,2.231,0.05,5,0,15,-13.089,-11.415,0.84,0.37,,,,,,
2022,81.0,Ty Nsekhe,7636.0,LA,LA,T,424,243,180,70.6,80.7,67.5,3.429,-1.675,8.173,8.2,1.055,1.925,0.043,8,3,8,33.315,-15.005,0.852,0.593,,,,,,
2022,82.0,Garett Bolles,11775.0,DEN,DEN,T,325,207,118,72.9,77.8,76.9,1.601,-2.638,7.746,5.5,1.055,1.864,0.041,6,1,10,23.701,-39.145,0.753,0.877,,,,,,
2022,83.0,Jack Conklin,10642.0,CLE,CLV,T,913,508,405,66.7,78.8,51.8,8.99,1.849,-0.009,8.95,1.055,0.688,0.015,10,2,13,52.725,13.621,0.79,0.136,,,,,,
2022,84.0,Evan Brown,38709.0,DET,DET,G,768,456,312,64.8,45.5,69.5,19.031,-2.124,-5.329,8.3,1.874,0.394,0.009,6,2,22,150.561,-15.185,0.135,0.821,,,,,,
2022,85.0,Alaric Jackson,40972.0,LA,LA,G,422,272,150,64.1,69.0,58.2,3.546,-1.298,1.852,5.1,1.874,-0.012,-0.0,2,2,14,33.315,-15.005,0.635,0.41,,,,,,
2022,86.0,Tyler Linderbaum,82291.0,BAL,BLT,C,1092,596,496,74.7,54.7,84.2,3.916,7.604,1.368,9.9,-2.13,-0.121,-0.003,6,3,26,22.864,32.508,0.175,0.925,,,,,,
2022,87.0,Drew Dalman,52270.0,ATL,ATL,C,1051,517,534,65.9,55.1,69.5,9.303,4.736,-1.211,8.55,-2.13,-0.178,-0.004,9,0,27,49.944,22.085,0.212,0.75,,,,,,
2022,88.0,Mason Cole,45547.0,PIT,PIT,C,1114,651,463,67.1,63.8,66.5,9.637,2.955,-2.632,5.65,-2.13,-0.23,-0.005,1,2,21,54.551,13.741,0.325,0.675,,,,,,
2022,89.0,Cody Whitehair,10690.0,CHI,CHI,G,661,341,320,65.9,66.9,62.3,-1.205,1.669,3.183,6.1,1.874,-0.278,-0.006,0,4,14,-8.475,12.327,0.538,0.583,,,,,,
2022,90.0,Brandon Scherff,9438.0,JAX,JAX,G,1086,670,416,59.0,63.7,55.1,26.918,-3.369,-8.035,11.55,1.874,-0.891,-0.02,3,6,27,127.795,-14.799,0.462,0.321,,,,,,
2022,91.0,Oday Aboushi,7923.0,LA,LA,G,339,193,146,65.2,60.0,65.9,2.24,-1.438,0.47,3.75,1.874,-1.164,-0.026,2,2,5,33.315,-15.005,0.346,0.744,,,,,,
2022,92.0,Braxton Jones,60092.0,CHI,CHI,T,1033,542,491,75.4,70.5,79.4,-1.882,2.864,15.008,19.0,1.055,-1.484,-0.033,12,7,40,-8.475,12.327,0.494,0.889,,,,,,
2022,93.0,David Andrews,9948.0,NE,NE,C,799,485,314,74.5,65.0,76.9,6.433,-3.217,5.882,6.95,-2.13,-1.59,-0.035,6,2,13,40.414,-17.22,0.425,0.85,,,,,,
2022,94.0,Alijah Vera-Tucker,57107.0,NYJ,NYJ,G,432,276,156,71.8,61.4,76.5,-0.024,-2.79,3.175,3.9,1.874,-1.658,-0.037,1,1,16,-0.282,-25.849,0.397,0.936,,,,,,
2022,95.0,Quenton Nelson,12954.0,IND,IND,G,1148,720,428,68.4,74.1,64.6,-3.35,-12.931,23.569,12.15,1.874,-2.151,-0.048,5,5,31,-13.424,-58.564,0.795,0.692,,,,,,
2022,96.0,Ben Bredeson,27305.0,NYG,NYG,G,542,322,220,56.7,52.9,61.0,6.39,-0.082,-6.77,3.15,1.874,-3.336,-0.074,3,0,11,65.383,-0.768,0.237,0.5,,,,,,
2022,97.0,Thayer Munford Jr.,59994.0,LV,LV,T,369,216,153,63.2,71.0,56.3,4.278,-0.821,-2.311,4.65,1.055,-3.518,-0.078,4,1,11,62.91,-11.993,0.506,0.302,,,,,,
2022,98.0,Charles Leno Jr.,8880.0,WAS,WAS,T,1189,669,520,71.6,80.9,55.9,9.964,-6.951,10.321,15.55,1.055,-3.652,-0.081,4,8,37,36.76,-33.927,0.87,0.272,,,,,,
2022,99.0,Mark Glowinski,9567.0,NYG,NYG,G,1045,614,431,63.3,55.5,64.5,12.568,-0.171,-3.257,11.6,1.874,-3.728,-0.083,3,5,34,65.383,-0.768,0.308,0.679,,,,,,
2022,100.0,Jamaree Salyer,81656.0,LAC,LAC,T,989,669,320,69.2,75.9,53.0,15.767,-1.982,-1.754,13.4,1.055,-4.255,-0.095,3,5,46,82.725,-12.152,0.63,0.16,,,,,,
2022,101.0,Jack Driscoll,27064.0,PHI,PHI,T,354,180,174,60.5,56.2,61.6,4.919,3.682,-5.479,7.35,1.055,-4.402,-0.098,3,3,19,113.962,60.599,0.185,0.432,,,,,,
2022,102.0,Brandon Shell,10792.0,MIA,MIA,T,761,479,282,64.9,51.7,75.9,14.47,0.306,-6.631,10.0,1.055,-4.417,-0.098,4,2,40,116.689,1.881,0.123,0.846,,,,,,
2022,103.0,Coleman Shelton,39316.0,LA,LA,C,720,431,289,58.0,71.3,55.4,5.918,-2.321,3.413,8.15,-2.13,-4.749,-0.106,5,4,11,33.315,-15.005,0.775,0.238,,,,,,
2022,104.0,Dalton Risner,47008.0,DEN,DEN,G,967,598,369,61.1,72.6,53.4,4.6,-6.471,4.156,7.85,1.874,-4.842,-0.108,1,3,29,23.701,-39.145,0.737,0.256,,,,,,
2022,105.0,Josh Jones,26634.0,ARI,ARZ,T,622,417,205,75.8,75.9,74.0,-1.59,-1.586,9.082,12.55,1.055,-5.191,-0.115,9,4,27,-13.089,-11.415,0.63,0.79,,,,,,
2022,106.0,Laremy Tunsil,10647.0,HOU,HST,T,1061,676,384,80.0,91.7,66.2,-12.265,-17.607,29.126,9.05,1.055,-5.675,-0.126,11,1,17,-45.629,-75.543,1.0,0.568,,,,,,
2022,107.0,Josh Wells,8968.0,TB,TB,T,326,211,115,66.5,66.4,66.7,3.457,-3.558,-1.867,4.0,1.055,-5.777,-0.128,3,1,10,73.767,-53.945,0.346,0.58,,,,,,
2022,108.0,Spencer Burford,81920.0,SF,SF,G,744,390,354,49.6,62.6,45.7,18.75,0.366,-13.292,8.9,1.874,-5.89,-0.131,5,4,16,147.418,3.021,0.423,0.115,,,,,,
2022,109.0,Ezra Cleveland,41973.0,MIN,MIN,G,1134,759,375,73.5,53.2,80.3,24.903,-11.122,-0.166,15.45,1.874,-6.187,-0.137,5,5,53,120.665,-47.906,0.269,0.962,,,,,,
2022,110.0,Rodney Hudson,6207.0,ARI,ARZ,C,303,202,101,58.3,66.9,52.6,-0.754,-0.602,-1.616,1.45,-2.13,-6.364,-0.141,2,0,3,-13.089,-11.415,0.575,0.15,,,,,,
2022,111.0,Tyler Smith,98385.0,DAL,DAL,T,1144,623,521,71.4,64.2,72.4,13.125,1.148,-0.633,18.35,1.055,-6.936,-0.154,13,6,39,65.137,4.827,0.296,0.728,,,,,,
2022,112.0,Pat Elflein,11825.0,CAR,CAR,C,338,219,119,60.9,64.4,57.3,0.662,0.87,-4.175,2.05,-2.13,-6.988,-0.155,0,1,7,9.109,17.333,0.35,0.338,,,,,,
2022,113.0,Conor McDermott,11966.0,NE,NE,T,437,292,145,65.8,53.7,79.8,3.431,-1.512,-3.565,5.7,1.055,-7.149,-0.159,4,1,18,40.414,-17.22,0.148,0.901,,,,,,
2022,114.0,Brady Christensen,51985.0,CAR,CAR,G,965,533,432,57.3,68.8,53.3,1.794,3.031,-3.942,10.05,1.874,-7.742,-0.172,11,2,17,9.109,17.333,0.615,0.244,,,,,,
2022,115.0,Phil Haynes,29244.0,SEA,SEA,G,485,332,153,57.1,60.2,58.1,7.187,-1.417,-5.001,8.7,1.874,-7.854,-0.175,4,4,18,74.937,-17.834,0.359,0.397,,,,,,
2022,116.0,Matt Skura,11102.0,LA,LA,G,466,264,202,48.3,68.1,41.0,3.4,-1.478,-5.292,5.95,1.874,-8.297,-0.184,2,3,13,33.315,-15.005,0.603,0.038,,,,,,
2022,117.0,Jon Feliciano,9561.0,NYG,NYG,C,971,568,403,58.2,65.9,57.1,12.596,-0.137,-6.448,9.3,-2.13,-8.568,-0.19,6,3,22,65.383,-0.768,0.5,0.3,,,,,,
2022,118.0,Royce Newman,41746.0,GB,GB,G,451,271,180,57.5,54.9,57.6,3.637,1.265,-6.387,8.2,1.874,-8.72,-0.194,3,4,18,50.966,15.773,0.282,0.385,,,,,,
2022,119.0,Bradley Bozeman,27934.0,CAR,CAR,C,680,333,347,63.1,53.3,67.3,0.91,2.93,-4.438,5.8,-2.13,-8.755,-0.195,4,2,12,9.109,17.333,0.125,0.7,,,,,,
2022,120.0,Erik McCoy,37347.0,NO,NO,C,798,427,371,61.2,65.2,60.9,11.084,-7.162,-2.709,5.15,-2.13,-8.838,-0.196,5,1,11,71.956,-39.633,0.475,0.438,,,,,,
2022,121.0,Sam Cosmi,60114.0,WAS,WAS,T,585,341,244,71.6,66.6,71.5,4.172,-3.864,-0.138,9.15,1.055,-8.968,-0.199,2,5,21,36.76,-33.927,0.358,0.691,,,,,,
2022,122.0,David Quessenberry,7957.0,BUF,BUF,T,396,247,149,59.3,62.3,53.7,9.171,-0.285,-9.168,7.7,1.055,-9.219,-0.205,2,4,18,138.429,-3.724,0.222,0.191,,,,,,
2022,123.0,Lloyd Cushenberry III,41924.0,DEN,DEN,C,502,316,186,56.2,68.8,52.7,2.375,-3.144,-0.412,5.35,-2.13,-9.254,-0.206,6,1,9,23.701,-39.145,0.675,0.175,,,,,,
2022,124.0,Larry Borom,59879.0,CHI,CHI,T,528,264,264,64.7,69.9,62.1,-0.903,1.303,-2.086,9.1,1.055,-9.505,-0.211,4,5,14,-8.475,12.327,0.457,0.444,,,,,,
2022,125.0,Kelvin Beachum,7229.0,ARI,ARZ,T,1178,785,392,70.6,76.4,59.6,-3.063,-2.631,9.501,15.4,1.055,-9.772,-0.217,7,5,46,-13.089,-11.415,0.691,0.42,,,,,,
2022,126.0,Andrew Wylie,12333.0,KC,KC,T,1093,743,350,63.1,60.8,64.3,34.989,-0.196,-16.726,20.35,1.055,-9.976,-0.222,8,9,49,210.525,-1.069,0.21,0.519,,,,,,
